State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS , Volunteer Drivers , Personal Vehicles ,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
A0011,55553,,Macomb Community Action,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,21885 Dunham Rd Ste 10,Ste 10 Verkuilen Building,,Clinton Township,MI,48036,1030,5,https://mca.macombgov.org/MCA-CommunityServices-Transportation,,KZVWUQJJ4CJ7,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55554,,City of Madison Heights,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,300 W 13 Mile Rd,,,Madison Heights,MI,48071,1853,5,www.madison-heights.org,,EGY3GJKYGZ83,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55555,,Monroe County Opportunity Program,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,1140 S Telegraph Rd,,,Monroe,MI,48161,4006,5,https://monroecountyop.org/,,WXD1J5TKSNB9,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55556,,City of Northville,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,215 W Main St,,,Northville,MI,48167,1522,5,http://www.northvilleparksandrec.com/senior_services,,Y62WARD62QR8,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55557,,City of Oak Park,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,14300 Oak Park Blvd,,,Oak Park,MI,48237,,5,http://www.oakparkmi.gov/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55558,,North Oakland Transportation Authority,,,Reduced Asset Reporter,Asset,Corporation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,467 East Jackson Street,,,Lake Orion,MI,48362,,5,www.ridenota.org,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55559,,Older Persons Commission,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,650 Letica Drive,,,Rochester,MI,48307,,5,https://opcseniorcenter.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55560,,City of Grosse Pointe Farms,,Pointe Area Assisted Transportation Services,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,158 Ridge Road,,,Grosse Pointe Farms,MI,48236,,5,http://www.gpwmi.us/departments/commCenterPAATS.html,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55562,,Recreational Authority of Roseville & Eastpointe,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,16435 E 8 Mile Rd,,,Eastpointe,MI,48021,,5,http://www.recreationalauthority.com/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55563,,Richmond Lenox EMS,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,34505 32 Mile Rd,,,Richmond,MI,48062,1557,5,https://www.lenoxtwp.org/167/Shuttle-Service,,QBFFT1RQ5US1,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55564,,City of River Rouge,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,10600 W Jefferson Ave,,,River Rouge,MI,48218,1296,5,http://cityofriverrouge.com/,,KQGCSPWQS931,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55565,,City of Romulus,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,11111 Wayne Rd,,,Romulus,MI,48174,1472,5,http://www.romulusgov.com/,,HN5LT6DXMRA1,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55566,,City of Royal Oak,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,203 S Troy St,,,Royal Oak,MI,48067,2634,5,https://www.romi.gov/383/Transportation,,NLZAWEBMERD5,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55567,,Royal Oak Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,21132 Garden Lane,,,Ferndale,MI,48220,,5,https://www.royaloaktwp.com/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55568,,Shelby Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,52700 Van Dke Ave Ste 1,,,Shelby Township,MI,48316,3556,5,www.shelbytwp.org,,W7WES1ZQGZQ6,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55569,,City of Southgate,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,14400 Dix Toledo Rd,,,Southgate,MI,48195,2581,5,www.southgate-mi.org,,C2MKJLJ8KZX1,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55570,,City of St Clair Shores,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,27600 Jefferson Ave,,,Saint Clair Shores,MI,48081,2075,5,http://stclairshores.net,,LDDJREMSKM75,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55571,,STAR Transportation,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,361 Morton Street,,,Romeo,MI,48065,,5,www.rwbparksrec.org,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55572,,Sumpter Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,23480 Sumpter Rd,,,Belleville,MI,48111,9679,5,http://sumptertwp.com/Senior_Center.php,,C6VMEJS6X6R8,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55573,,City of Taylor,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,23555 Goddard Rd,,,Taylor,MI,48180,4116,5,www.cityoftaylor.com/seniors,,QADWUDSK31A6,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55574,,City of Trenton,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,2800 3Rd St,,,Trenton,MI,48183,2918,5,http://www.trentonmi.org/index-Page.asp?Page_ID=13&SubPage_ID=56,,VF3HFQYE62N8,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55575,,City of Troy,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,3179 Livernois,,,Troy,MI,48083,,5,http://www.troymedigo.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55576,,City of Walled Lake,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,1499 E West Maple Rd,,,Walled Lake,MI,48390,3732,5,www.walledlake.com,,HMKLMBLNJ444,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55577,,City of Warren,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,1 City Square Ste 215,,,Warren,MI,48093,5290,5,http://www.cityofwarren.org/index.php/p-and-r/89-parks-and-recreation/204-transportation-services,,KYHEKBHEYJ71,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55578,,Waterford Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,501 N Cass Lake Rd,,,Waterford,MI,48328,2307,5,http://www.waterford.k12.mi.us/pages/51377/waterford-senior-center,,H1NUT4D94DN5,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55579,,West Bloomfield Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,4640 Walnut Lake Road,,,West Bloomfield Township,MI,48323,,5,www.westbloomfieldparks.org,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55580,,White Lake Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,7525 Highland Road,,,White Lake,MI,48383,2900,5,http://www.whitelaketwp.com/services-departments/dublin-community-senior-center/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55581,,City of Wyandotte,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,3131 Third Street,,,Wyandotte,MI,48192,,5,www.wyandotte.net,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55582,,Birmingham Area Seniors Coordinating Council d/b/a NEXT,,,Reduced Asset Reporter,Asset,Corporation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,2121 Midvale,,,Birmingham,MI,48009,1509,5,www.BirminghamNext.org,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55583,,City of Melvindale,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,3100 Oakwood Blvd,,,Melvindale,MI,48122,1220,5,www.melvindale.org,,ZGNHSMB6EFW9,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55584,,Mt Clemens,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,1 Crocker Blvd,,,Mount Clemens,MI,48043,2525,5,www.cityofmountclemens.com,,M96HAJW8EKJ9,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55585,,Nankin Connector,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,37137 Marquette,,,Westland,MI,48185,,5,http://www.nankintransit.com/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55586,,Redford Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,15145 Beech Daly Rd,,,Redford,MI,48239,3201,5,www.redfordtwp.com,,RAAPKJBKEGE8,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55587,,Care Alliance,,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,1530 Saint Clair Ave Ne,,,Cleveland,OH,44114,2004,5,https://www.carealliance.org/,,MCF6LSLKLDK5,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55589,,City of Berea,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,11 Berea Cmns,,,Berea,OH,44017,2524,5,https://www.cityofberea.org/,,F368H64KYF76,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55590,,City of Fairview Park,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,20777 Lorain Rd,,,Cleveland,OH,44126,2018,5,https://www.fairviewpark.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55591,,City of Maple Heights,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,15901 Libby Road,,,Maple Heights,OH,44137,,5,http://www.citymapleheights.com/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55592,,City of North Ridgeville,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,7327 Avon Belden Road,,,North Ridgeville,OH,44039,,5,http://www.nridgeville.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55593,,City of Solon,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,34200 Bainbridge Rd,,,Solon,OH,44139,2955,5,https://www.solonohio.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55594,,City of Strongsville,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,16099 Foltz Pkwy,,,Strongsville,OH,44149,5501,5,https://www.strongsville.org/,,KNASMN23HW67,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55595,,Cleveland Sight Center,,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,1909 East 101St Street,,,Cleveland,OH,44106,4110,5,https://www.clevelandsightcenter.org/,,JXMQYAQA2R26,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55596,,Eliza Bryant Village,,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,7201 Wade Park Ave,,,Cleveland,OH,44103,2765,5,https://www.elizabryant.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55597,,City of Garfield Heights,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,5407 Turney Rd,,,Cleveland,OH,44125,3203,5,http://www.garfieldhts.org/,,NMKLWXEHA4H5,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55598,,Lakewood Foundation,,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,16024 Madison Ave.,,,Lakewood,OH,44107,,5,http://thelakewoodfoundation.org/,,MF3MLVW1LHX8,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55600,,Senior Citizen Resources,,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,3100 Devonshire Rd.,,,Cleveland,OH,44109,,5,http://www.seniorcitizenresources.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55601,,Southwest General Health Center,,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,18697 Bagley Rd,,,Cleveland,OH,44130,3417,5,https://www.swgeneral.com/,,NL49VTHGKSE7,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55602,,Senior Transportation Connection,,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,4735 W 150Th St Frnt A,,,Cleveland,OH,44135,3350,5,https://ridestc.org/,,NQ4FKM6NLBD8,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55603,,"Transport Assistance, Inc.",,,Reduced Asset Reporter,Asset,Corporation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,5481 State Road,,,Parma,OH,44134,,5,http://www.trans-assist.com/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55604,,Village of Brooklyn Heights,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,233 Tuxedo Ave,,,Cleveland,OH,44131,1107,5,http://www.brooklynhts.org/,,QLP9SH8MFNZ4,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55605,,County of Langlade,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,800 Clermont St,,,Antigo,WI,54409,1947,5,https://www.co.langlade.wi.us/,,MKLHQT57VKN4,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55606,,Oconto County Commission on Aging,,,Reduced Asset Reporter,Asset,Corporation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,1210 Main St.,,,Oconto,WI,54153,,5,https://www.ocontocoa.com/,,,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55608,,"Northern Lights Services, Inc.",,,Reduced Asset Reporter,Asset,Corporation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,706 Bratley Dr.,,,Washburn,WI,54891,,5,https://www.facebook.com/northernlightsservices/,,L6P2SYQFHRF9,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55609,,Van Buren Township,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,46425 Tyler Road,,,Belleville,MI,48111,5217,5,www.vanburen-mi.org,,DMCXSZFNVJS5,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55610,,New Gateways ,,,Reduced Asset Reporter,Asset,Corporation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,5195 Pontiac Lake Rd.,,,Waterford,MI,48327,,5,www.newgateways.com,,,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55611,,Grosse Ile,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,25125 West River Road,,,Grosse Ile,MI,48138,,5,www.grosseile.com,,,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55614,,"Warren County Community Services, Inc.",,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,645 Oak St,,,Lebanon,OH,45036,1751,5,https://www.wccsi.org/sitepages/PGM_AGING-SrTransportation.html,,WNA6RPJ2F3P7,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55615,,The Knolls of Oxford,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,11100 Springfield Pike,,,Cincinnati,OH,45246,4112,5,https://knollsofoxford.org,,CTGCN92KKUJ7,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55617,,"SEM Villa, Inc.",,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,201 Mound Ave,,,Milford,OH,45150,3520,5,www.semvilla.org,,XJ2BQBA2SYC5,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55628,,Clermont Senior Services,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,2085 James E Sauls Sr Dr,,,Batavia,OH,45103,3255,5,http://clermontseniors.com/services/transportation/,,MGZLA8RMN714,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55630,,Abilities First,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,4710 Timber Trail Drive,,,Middletown,OH,45044,,5,https://www.abilitiesfirst.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55631,,Mercy Health West Park Senior Living & Rehabilitation ,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,2950 W Park Drive,,,Cincinnati,OH,45238,,5,https://www.mercy.com/locations/senior-living/cincinnati/mercy-health-west-park,,,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55632,,Mayerson Jewish Community Center of Cincinnati,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,8485 Ridge Rd,,,Cincinnati,OH,45236,1300,5,https://mayersonjcc.org/,,MN2MZXKKLKK1,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55633,,Episcopal Retirement Home,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,3870 Virginia Ave,,,Cincinnati,OH,45227,3427,5,https://www.episcopalretirement.com/,,SW28ETEUJ8N7,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55634,,Easter Seals TriState,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,2901 Gilbert Ave,,,Cincinnati,OH,45206,1211,5,https://www.easterseals.com/gc/,,T1YMHHM36J47,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55635,,Colerain Township,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,4200 Springdale Rd,,,Cincinnati,OH,45251,1419,5,https://www.colerain.org/192/Senior-Community-Center,,F4A1H7D2VE13,,,,,,,,,,, -   ,,,Tier II,,,
A0011,55637,,SMART,,,Reduced Asset Reporter,Asset,Public Agency or Authority of Transit Service,A0011,Suburban Mobility Authority for Regional Transportation,Asset Subrecipient,6/30/2022,10/31/2022,535 Griswold St Buhl Bldg Ste 600,Suite 600,,Detroit,MI,48226,3515,5,www.smartbus.org,1209,C2BVL7YAWEF2,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55639,,Central Connections,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,3907 Central Avenue,,,Middletown,OH,45044,,5,http://www.centralconnections.org/,,,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55641,,Partners in Prime,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,230 Ludlow St,,,Hamilton,OH,45011,2903,5,https://www.community-first.org/,,ECK4WNALTPT1,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55642,,"Oxford Senior Citizens, Inc.",,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,922 Tollgate Dr,,,Oxford,OH,45056,2065,5,http://www.oxfordsenior.org/,,C1HADTHFMCM3,,,,,,,,,,, -   ,,,Tier II,,,
A0020,55646,,Maple Knoll Communities,,,Reduced Asset Reporter,Asset,Corporation,A0020,Ohio-Kentucky-Indiana Regional Council of Governments,Asset Subrecipient,6/30/2022,10/31/2022,11100 Springfield Pike,,,Cincinnati,OH,45246,4112,5,https://mapleknoll.org/,,CTGCN92KKUJ7,,,,,,,,,,, -   ,,,Tier II,,,
A0019,55648,,City of Cleveland Heights,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,A0019,Northeast Ohio Areawide Coordinating Agency,Asset Subrecipient,6/30/2022,10/31/2022,400 Severence Cir,,,Cleveland,OH,44118,,5,https://www.clevelandheights.com/,,S8KXNLPMRMU7,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55649,,County of Calumet,,,Reduced Asset Reporter,Asset,County or Local Government Unit or Department of Transportation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,206 Court St,,,Chilton,WI,53014,1127,5,https://www.co.calumet.wi.us/291/Transportation-Services,,UXLPME2CJYG6,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55650,,Northwoods Incorporated of Wisconsin,,,Reduced Asset Reporter,Asset,Corporation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,N6510 Us Highway 51,,357,Portage,WI,53901,9603,5,https://nwdswi.org/,,DWGXTA83G1D5,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55651,,"Valley Packaging Industries, Inc.",,,Reduced Asset Reporter,Asset,Corporation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,110 N Kensington Dr,,,Appleton,WI,54915,3303,5,https://www.vpind.com/,,C63AKWLSMN69,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55652,,Center for Independent Living-Western Wisconsin,,,Reduced Asset Reporter,Asset,Corporation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,2920 Schneider Ave Se,,,Menomonie,WI,54751,2331,5,http://cilww.com/transportation-services/,,Y6XCU6PDCT75,,,,,,,,,,, -   ,,,Tier II,,,
5R06,55653,,"Sunshine House, Inc.",,,Reduced Asset Reporter,Asset,Corporation,5R06,Wisconsin Department of Transportation,Asset Subrecipient,6/30/2022,10/31/2022,55 West Yew Street ,,,Sturgeon Bay,WI,54235,,5,https://sunshinehouse.com/,,UKKVUKDF3ZH5,,,,,,,,,,, -   ,,,Tier II,,,
5R05,55657,,Access Tusc,,Access Tusc,Rural Reporter,Rural,Corporation,5R05,Ohio Department of Transportation,Rural General Public Transit,12/31/2022,4/30/2023,1458 5Th St. Nw,,314,New Philadelphia,OH,44663,1224,5,https://www.accesstusc.org/,1225,MZNRK19838C8,,,,,,,,, 8 ,, 8 , -   , -   ,Tier II,,,
